,0
780008171701,1
000000370568,1
000000970054,1
000000039021,1
900000806201,1
900000850551,2
000000290037,2
780017230202,1
000000970050,5
780081463801,1
900000851776,2
780008730402,2
900000752496,2
000000550035,1
000000340075,2
000000310056,2
780004505003,3
780007070801,1
780004781003,3
900000652381,1
000000430094,1
900000800466,2
780003680102,2
000000370430,3
000000110009,1
780004380101,3
780009405802,1
000000300075,5
900000852566,1
900000757061,2
780009210302,1
000000210082,1
780002790102,2
780007170201,2
780051954002,1
780043962301,3
000000640137,1
000000978411,1
900000802506,3
000000610083,3
000000700145,3
780008171002,3
900000853421,1
780009404401,1
900000755381,2
780082571601,1
780006270701,2
000000910112,1
090000119002,1
780050044301,1
000000240221,2
000000000007,3
000000719117,1
000000220001,4
800000375327,2
000000710065,6
000000280099,2
000000360023,4
000000971002,1
000000720135G,2
000000300681,1
780004050402,1
720000045004,1
000000710162,1
780003550502,4
000000290021,2
780002820302,1
780005960101,4
780007050202,2
780005990302,2
780008760201,1
000000900532,1
780007030802,4
720000044405,2
000000800214,1
000000650066,1
900000751821,1
800000375025,1
900000754981,3
000000710247,2
780009440402,1
000000910128,1
780045951801,4
780005002901,2
900000805861,3
000000500013,3
000000000715,1
780003330401,1
720000075391,2
000008005874,1
780003490101,5
780005131302,2
780009530202,5
000000230287,5
000000920040,2
900000754501,1
800000375443,1
000000109113,3
780009200101,1
000000710128,1
000000530040G,1
900000751541,6
000000350256,1
780009420402,1
000000000749,1
000000800221,1
000000970047,8
900000652811,1
000000970571,1
900000754926,2
000000820045,3
780050046302,3
000000977062,1
900000656781,1
780007520301,5
000011718101,1
720000075395,3
780005370601,1
000000700125,2
000000230240,3
000000400057,1
000000700026,1
900000752516,2
000000970070,4
780005001901,1
000000700011,2
000000610159,2
900000751626,3
000000720094,2
000000500032,2
000000530001,1
780004230101,1
780007540502,2
780050041002,1
900000752616,3
000000970572,1
780007160601,2
780025000001,4
900000805621,2
000000888402,1
780008912102,4
780008500301,3
000000980092,1
900000800001,3
780006303802,2
720000050096,2
780025004501,1
780040950301,1
000000600076,1
780004311301,1
000000630013,6
780003350102,3
780005440201,1
000000630115,3
000000540088,1
900000751186,2
000000977731,1
090000609001,1
000000370002,2
780003290301,1
000000240052,4
000000240134,1
000000720098,2
900000855906,4
000008007066,1
900000700061,1
780002810401,1
000000370702,1
000000630114,4
780009530201,4
780003130101,2
000000220174,1
900000800921,2
800000375119,1
900000753756,2
000000710199,1
900000800066,3
000000828401,1
780007070502,3
780003320101,1
780004390102,1
000011717401,1
000000430004,1
780009640701,6
780003450402,1
900000651821,2
000000710020,1
780005270101,3
780004732102,1
800000376073,1
000000000946,2
900000751381,3
780003450702,4
000000200072,3
900000650861,2
000011718501,1
780009140101,1
000000820055,1
000011538501,1
900000857511,4
800000375498,1
900000753401,3
780008670101,1
000000840166,1
780004732202,1
780004340301,3
000000998591,2
000000370138,1
780007150102,3
900000857521,4
000000100087,1
780009420401,1
000000600010,1
900000808261,2
000000710131,1
000000630151,2
780003910202,2
000000610170,1
900000751401,3
000000330119,1
000000260093,1
780009630201,4
900000600841,2
900000808501,2
000000990065,1
000000800249,1
900000350226,1
000000360062,2
000000620042,1
000011548701,1
000000250127,2
000000000919,1
900000653841,2
000000840004G,1
000000110120,2
000000370552,3
000000920093,1
780003341601,8
000000800803,1
000000700266,2
000000971954,1
900000650971,1
780004100901,1
090000909019,1
780004120401,5
780009030501,2
780043005101,5
780005030101,2
780005020701,3
000000700031,3
780015130301,3
780051957202,2
000000370481,1
000000810144,1
780025010601,3
000000920013,1
900000753381,19
900000802876,1
000000220058,4
900000757621,1
000000600065,2
780001571701,1
000000910006G,3
780006363703,1
000000970472,1
000000100138,1
780008130402,1
780008080402,1
900000806391,2
000000920009,1
000000420106,1
000000410088,1
000000610023G,1
780015009601,1
900000806066,2
800000375185,1
900000653786,2
780008171501,2
000000630128,1
000000600114,2
780015004402,1
900000756641,1
000000500029,2
000008000051,1
000000700202,1
000000499513,1
000000900155,3
780041970702,3
900000752531,1
780004501801,2
780005820201,1
000000971232,1
000000810801,3
780006320301,5
000000998511,1
780007350602,1
900000757581,1
780003450201,3
000000970058,1
000000840065,1
000008881315,1
000000220173,1
780004050602,4
000000640097,3
780003630101,1
000000801002,1
780006240101,3
000000350049,3
000000100060,5
780051958102,1
000000850061,4
780008230201,2
900000857751,3
000000360054,1
000000998003,2
000000360048,3
000000800357G,1
000000230152,5
000000720119G,2
780005630102,2
780008010202,1
000000650045G,2
000000970171,3
000000710052,1
000000820512,1
780004220101,3
000000230064,2
000000970531,1
000000620029,1
780007200601,2
900000851651,1
900000754311,2
780009260202,1
900000650876,1
000000990016,1
000000220462,1
780006361302,3
780008330302,1
000000310220,1
000000260015,1
900000756301,1
000000370479,1
780008130102,1
780081463802,1
000000000871,1
000000710275,2
000000210176,1
000000370119,3
720000044209,1
000000395362,1
780003700201,2
000000360007,2
000000510023,3
780005000501,4
780049000001,3
000000980102,3
780008170301,8
000000370565,2
000000410181,2
000000650001,1
000000820062,1
000000280122,2
900000801431,3
000000998571,2
000000240111,1
900000650421,1
000000610019G,1
900000757546,2
780005720901,1
800000375135,12
780004311201,1
780005560102,2
900000754601,1
780005040302,1
780006369102,1
780008080701,1
780004370101,2
090000709007,1
780005440701,1
900000700281,1
000000440037,1
780003810202,3
780040000901,5
000000920067G,2
900000651186,1
900000752396,1
900000857252,2
000000220274,1
000000809115,2
000000297010,1
900000754882,3
780009611101,1
780005040901,2
000000110031,2
090000119020,1
780016110102,2
780007050103,5
780041958502,3
900000850016,2
000000370195,2
000000420068,2
780003510201,2
000000420000,2
780006362602,1
000000240085,4
000000370024,1
780009404301,4
000000620046,1
780015007901,2
780006271401,1
780007201202,2
900000755311,1
780005630101,2
000000110076,1
800000375374,2
000000640035,2
780084470601,1
090000709016,1
000000290180,1
000000860035,1
780008914601,1
000000210097,1
780005500102,1
900000751046,2
000008002293,3
000000440059,1
000000260035,3
000000550043,1
900000850936,6
000000850009,5
900000800131,3
720000070007,3
800000375066,2
780004040802,1
900000857611,3
000000240051,4
780015002302,2
000000977412,1
900000651196,1
900000857596,3
000000860070,1
000000230052,3
780004800702,3
000000200088,2
000000820120,1
000000972162,1
780009650102,2
720000044211,1
900000850986,2
000000000922,1
780007200701,1
780007060402,8
780050048402,2
780006306602,1
000000370428,3
780007500301,2
780003503002,8
900000802316,3
900000752146,2
000000620045,1
000000210166,1
000000210002,1
000000820091,1
780007080802,4
000000860073,1
900000806296,1
000000400037,3
000000550017,1
900000855381,2
780004650102,1
000000352461,2
780005600401,2
800000375238,4
900000753136,2
000000430089,1
000000280244,1
000000920184G,2
780003180101,5
780005130801,2
900000800551,4
780009060202,2
000000800207,1
000000980025,2
780003480101,3
780008730201,1
000000809188,2
000000620022,1
900000753521,4
900000650626,2
780006360702,1
780004570202,2
000000360368,2
000000440032,3
780005031002,2
000008010322,1
780011011201,1
000347566101,2
780049954402,1
000000710269,2
780007210302,2
000000100313,1
900000803041,1
000000220275,1
780004690201,2
780009480801,1
900000750111,1
780004590301,4
000000998302,1
900000850466,1
000000220077,2
780006240301,1
000000971251,1
800000375073,1
900000801836,4
780003440202,1
900000752236,3
000000971471,2
000000860005,2
780081464201,1
900000851011,1
900000850636,2
780009090401,1
000000820012,3
000000230180,1
780006361102,1
780009640801,4
000000230073,1
780002840302,1
000000650068,1
000000210139,2
780005610401,2
780006320701,3
000000370061,1
000000971621,1
000000630069,1
000000210180,1
780005570101,1
000000800355,1
900000805936,2
780004670202,1
900000802861,2
800000375502,2
000000370047,1
000000977581,1
000000320089G,1
780007070201,7
000000977521,2
000000800180,3
900000801761,3
780003430601,1
000000540070,1
000000977885,1
780008570101,1
720000044101,1
000008079026,1
000000230246,3
000000440036,1
000000220282,2
900000753121,2
000000970151,3
780007200901,1
000000970017,5
000000920091,1
000000820037,5
000000609102,2
000000820084,2
900000756811,2
780015003101,1
800000375070,12
000000800233,1
780005007301,2
800000375493,1
780005600001,2
780006306302,1
780004690701,2
000000510011,1
780003230301,4
000000610731,1
000000800178G,1
900000753451,4
000000720063,1
900000755137,2
000000530010,1
780009650301,3
780005003301,4
780005004802,1
900000653541,2
780044001101,2
000000800135,4
000000430162,1
000000370168,2
780007070002,2
900000851121,1
780008330401,3
000000860008G,4
000000260005,2
090000709017,1
000000720143,2
000008005594,1
780003600301,1
900000350116,1
000000240220,2
000000610742,1
780006270401,2
000000270118,4
780043002001,4
780025011501,1
000000200045,3
000000220043,2
780015008401,8
900000557826,1
000000610198,1
000000630126,1
000008002549,15
900000857416,3
780005760201,1
780003610501,3
780004731101,2
900000752432,2
780003460601,1
780009030202,4
780009560301,2
000000630125,2
000000900065,1
000000230121,2
780004690602,3
900000754281,5
000000360098,2
780004220601,1
000000340004,5
000008002011,2
000000240099,1
000000840394,1
090000719014,1
000000540067,5
780003380301,1
000000280822,1
780055056901,2
780007550201,4
000000920087G,2
090000109022,2
090000729005,1
000000650108,1
000000998263,1
000000800066,1
000000260049,3
780003360201,6
780051958501,1
000000210031,4
000000538052,1
720000044504,2
000000109101,3
900000653046,2
000000810832,1
780005290101,4
780007532601,2
000000200081,3
780005090202,4
780003430102,1
000000352462,1
000000330154,1
000000710222,1
780004430202,2
780009520402,2
000000977842,1
780005430401,1
780002970201,2
000000630167,1
900000753061,6
000000280266,1
780008780201,2
780085480202,1
000000650052,1
000000810154,1
000000270003,4
780008171201,3
780004311402,1
000000440041,1
000000280047,3
780006350702,3
000000840153,1
000000840095,1
780004070702,3
000000410206,1
000000860027,3
780003150802,4
900000750661,1
000000370120,2
800000375062,1
780007531801,2
900000808541,1
000000809312,1
000000100139,1
000000100177,1
000000920045,2
780005430501,2
800000375035,3
000000820035G,1
780050041501,2
000000840031,2
780001590202,1
780009630202,4
000000840128,1
780005270202,4
000000200542,2
000000280130,1
000000538051,1
900000756471,2
000000970013,4
780015008202,1
000000800951,1
000000310028,1
780002700302,1
000000240133,1
000000520015,1
000000840077,2
000000980045,2
000000800109,1
900000552426,1
780005570201,1
000000530011,1
780007090801,3
800000375490,1
000000710228,2
780008910501,3
000000510050,1
000000800222,1
780005021201,3
000000600096,3
780008680201,5
000000210119,1
780009320102,2
900000751136,2
900000800041,1
000000310221,2
000000410069,1
000000830132,1
780004100802,5
900000600811,3
780005030801,2
000000830033,1
780003505301,1
000000650020,2
000000988111,1
900000855631,2
000000820035,4
000000240050,4
000000830031G,1
000008002592,1
000011728002,1
780004250201,3
780041958402,1
900000755406,1
780008010102,5
000000110128G,1
780008501001,5
780002690502,1
780006361301,2
000000610229,1
000000350006,1
000000370378,2
780002900101,2
780009510101,2
780007350302,1
000000000964,1
800000375254,2
000000600095,3
900000651201,1
000000980079,2
000000828007G,1
000000990812,1
000000710189,1
000000370264,2
900000857786,3
000000988112,1
000000240029,2
000000700019,4
000000410133,2
780050045902,1
900000753851,2
000000830322,1
780005720602,2
000000230124,2
000000630080,2
780004580101,2
780006364802,4
780006310602,2
780025005101,16
780002850402,1
000000600081,1
780025011002,3
800000375030,1
780007180401,3
900000850386,3
800000375496,2
900000853531,1
780003010402,2
000000519811,2
780043900202,3
000000530021,1
900000754451,1
780006368702,1
000008000283,1
780004410302,1
900000755256,1
000000972161,1
900000700141,1
000000200015,1
780006368701,1
900000754436,2
000000820009,1
000000990106,1
000008001315,2
900000600221,1
780002930201,3
780005230301,2
780008150201,2
780005030702,3
780003510302,3
000000800070,1
000000980035,2
780051958101,1
000000800110,1
000000230181,1
000000100169,2
000000920102G,1
780009180402,1
000000100020,1
900000751006,1
780044003501,2
900000751841,3
780005110302,2
000000977211,3
000000620053,3
000000850039,1
900000751666,1
780005004801,1
900000851136,4
900000808561,3
000000970702,2
000000210147,2
000000350073,1
900000801086,1
000000370407,2
000000220002,4
900000754381,2
780008500402,6
000000371952,1
900000807556,1
000000410019,2
000000240224,2
780003340601,5
800000375151,10
000000540041,1
000000830056G,1
000000970078,2
000008004456,1
780005007402,3
900000801226,2
090000619002,2
000000371866,1
000000700083,2
000000700054,1
000000310155,1
780007040302,6
900000805732,1
780005881201,1
000000800184G,2
000000710244,2
780081411402,1
720000075393,3
780006364301,1
900000854036,2
000000620018,1
900000754511,1
900000803451,1
000000830079G,1
000000720114,2
090000909003,1
000000220084,3
780008910802,1
000000840132,1
900000651146,2
900000754856,2
800000375246,2
000000370509,1
900000851791,2
780044003702,2
000000330226,1
780009520202,1
000000230041,2
000000310066,2
000000630196,1
000000300120,2
780004830101,3
000000260078,1
780004640101,3
780003250203,1
000000260125,2
000000830095,2
800000375131,12
000000920072,1
780006170202,2
000000300711,1
000000200025,4
D000008071199,1
780004260502,1
000000920032,1
000000430061,2
000000110176,1
000000630169,2
000000220108,3
000000200100,2
090000919009,1
800000310001,1
000000710169,1
000000900172,1
000000800534,1
000000549106,2
900000650936,1
780005290102,4
780006170301,2
780002960302,2
720000045005,1
780003570402,2
000011550102,1
000000709104,2
000000910055,1
000000550055,4
000000720092,2
780009250302,1
900000753531,3
000000800220,1
780041950801,2
780008420102,1
000000300129,3
900000800221,2
900000700096,4
000000100150,1
000000420030,2
900000806496,1
900000858246,1
000000840075,3
780007170302,5
780005460401,1
780005721502,2
780005410301,2
000000100077,3
000000972251,1
780084470104,1
780016040102,2
000000100018G,1
720000075582,1
000000370376,1
000000800085,3
000000820174,1
000011717502,1
900000850071,1
780006330102,4
780055056102,1
900000754261,6
090000369001,1
900000755346,1
000000840081,2
000000430150,1
780005130401,2
000000110194,1
780050050603,1
900000805291,2
000000830013,2
900000557961,1
000000260066,2
780003505501,3
720000044208,1
900000756801,3
900000802086,1
000000970176,3
000000210177,1
090000839001,1
720000075057,1
800000375027,1
900000801666,1
000000820090,2
000011722301,1
000000700069,1
780009460302,1
900000853671,3
090000349003,1
900000754631,1
000000977512,1
000000620103,1
780003110102,2
780006369101,1
900000801791,2
900000852006,2
000000610200G,1
780006330401,1
000011549202,1
780003340701,4
000000990054,4
000000971702,1
780043962302,3
780009480401,1
000000370458,1
000000900147,3
000000920026,2
000000610025G,1
780008410302,1
900000651766,2
000000620029G,6
780005009502,1
000000500045,1
000000540071,1
800000375239,1
780004060101,1
780008560402,1
780007150201,4
780008050302,1
000000100001,3
000000900094,2
000008000011,1
900000757651,1
780004700601,1
780050042601,1
000000320074,2
780008190302,1
900000850056,2
780009690102,4
000000350037,3
780004506001,3
000000980011,1
000000370146,1
000000920009G,1
000000430086,1
000000610124,2
780004090402,4
000000650041,1
900000800051,1
000000910076,4
000000800032,1
000000230042,2
780004250202,3
780009520401,2
780004660001,2
780009403501,1
900000700366,1
000000310143,1
780043955302,5
000000370081,2
000000810014,1
000008000312,2
720000043006,1
780004290502,1
780003220201,2
000011717801,1
000000610007,1
000000350077,2
800000100402,1
900000750741,2
000000370419,1
000000710013,1
900000561361,1
000008007831,1
000000980044,2
000000800054G,1
780051003401,3
780008670102,1
000000370187,1
780006306101,1
000008003002GG,1
000000371921,1
900000750251,3
000000300043,2
000000240075,2
000347533601,2
000000220140,2
000008000050,2
720000022104,1
900000808531,1
900000751001,5
000000810138,2
090000639009,1
000000710138,1
780005007102,1
900000806536,2
000000400007,6
900000350166,1
900000802351,2
780007200502,4
780004101101,1
800000101101,1
900000801796,2
780015810102,1
900000801896,2
780084470501,3
000000410064,1
000000700021,4
780004504802,1
780005009102,1
900000653631,1
000000600110,1
780015007501,1
780009470201,1
900000752286,2
800000375189,2
780005020602,2
000000220290,5
780002790402,4
780004390301,3
900000850456,1
780003050401,3
780004250402,2
780003750602,3
000000430063,1
900000754571,7
000000971192,2
000000000669,1
780007220301,1
780003490501,5
000000630174,3
000000830098,2
780007412202,1
780015003401,1
000000420044,3
000000500016,3
090000119008,1
900000850256,5
900000808566,1
000000371961,2
000000800277,1
780007080202,2
800000375180,2
000000640001,2
000000310622,1
900000858161,1
780004732602,1
900000756586,1
780008020902,3
900000750961,4
000000640089,2
000000370089,3
900000806116,2
900000651911,1
000000980001,4
090000369002,1
000000998392,1
900000650416,1
090000919006,1
000000610056,1
000000540101,1
000000828001G,1
000000650013,2
780003300202,1
780003310202,1
000000820104,2
000000440048,1
000000300157,5
780009130301,3
780051974002,2
000000270381,2
780004760902,4
000000800199,2
780006366101,2
000000810122,2
900000806186,2
000000360094,1
000000860028,3
780007070204,4
000000800099G,4
720000043305,1
000000100147,2
000000900027,3
780006260101,2
900000750831,5
000000370517,1
000000820121,2
000000888401,1
000000800196,2
780049951002,1
780009230102,1
780055056702,1
000000800180G,2
780081430703,1
000000630120,3
780003860201,1
000000849106,2
000000250116,4
000000800023,1
780003530201,2
000000430108,3
000000000963,1
000000220062,6
780009200302,1
900000750886,3
000000310581,1
000000990003,2
000000000866,2
780004380601,3
780005002601,1
900000858061,2
000008000416,1
000000290026,4
000000972092,3
000000410005,1
000011666301,1
780005140101,1
000011548402,1
900000850251,5
900000850311,2
000011722601,1
780041011301,1
000000280076,3
000000350044,3
000000920047,1
000000430174,1
780008170101,7
780002840301,1
000012110001,1
000000370185,1
000000352422,2
000000350249,3
780003340602,5
780004680102,3
780006350102,8
780004880201,2
780009060601,1
780009402401,1
900000802366,2
780003140202,3
780025000302,4
780009700101,3
900000752216,2
780009220302,1
780009401901,3
780009620401,4
000000630041,3
000000620075,1
000000100135,3
720000075394,3
900000600821,2
900000600771,1
000000700188,2
780004141001,2
900000850846,1
000000270039,4
000000800150,2
000000820027G,1
780041961702,1
000000260055,3
900000650856,2
000000110078,2
900000805831,4
900000756466,1
780015007202,2
800000375048,3
000000220035,2
780001601401,1
000000810082,1
780003200101,4
780004150901,4
780004410701,1
780004080602,4
780003650601,1
000000920039,2
000000280098,2
780005270102,2
000000280110,2
090000369004,1
780004591002,1
780009640601,3
000000240058,2
000000550018,1
780004100801,3
000000000948,2
900000757041,2
000008007804,1
000000640091,1
000000910129,2
800000375050,4
000000970098,2
780002330301,1
000000200020,3
900000808221,1
780050048202,2
780004650101,4
000000840149,1
780004732501,2
000000340069,2
000000971831,3
000000700178,3
000000810059,1
000000350052,3
000000200048,3
000000920007,1
780007420302,1
780002930402,3
000000710150,1
000008010066,1
000000710019,1
780003570101,4
000000710044,1
780051956802,3
780007030101,1
780005100502,4
000000500034,1
900000700162,1
000000360075,1
000000700173,2
780004502702,2
900000754691,2
720000043005,1
000000990731,1
000000240229,2
000000350233,5
780005350001,1
000000440014,3
780008730302,2
000000350001,2
000000320013,1
000000530002,3
000000830001,2
780041959002,1
780009590401,1
000000800271G,2
780009030802,2
000000640071,4
780007070602,2
000000971451,1
780005721301,3
000000100141,1
780005001601,4
720000070301,1
000000340080,1
000000700078,3
780051955002,2
000000240157,1
000000340070,1
900000901306,2
780004506101,3
000000370457,1
900000850346,2
000000350512,1
900000809576,1
000000410033,3
780007530501,4
000000800161,1
780009405801,1
900000751761,1
000000640133,1
000000110190,1
900000801901,1
000000640054,3
900000700091,4
780003500401,1
000000849100,5
780005371201,1
900000655606,1
900000801636,3
900000803671,1
900000803251,2
780004190101,1
000000610071,2
780007510101,2
000000100024G,1
900000751911,5
780008140201,2
780008200102,2
780005490102,2
090000719000,1
000000610062,2
000000910018,4
800000375278,2
780050048401,2
780049000501,1
780005210101,2
000000860058,2
780004290601,1
780008021001,2
780025011101,3
000008007057,1
780007080502,4
780003507301,4
780043011201,4
000000230080,2
780051973902,2
900000806191,1
900000800851,2
000000383533,2
000000320074G,1
780005470202,1
780025012001,1
900000754296,2
780043004902,4
780081463101,1
900000754911,2
800000375187,2
000000220104,4
000000360297,1
780007110101,3
900000755411,1
900000852041,2
000000610050,1
780002930501,4
000000820018,1
000008002548,6
780001560302,1
780009430401,1
000000920028,2
780004690601,3
000000210076,1
000000400017G,4
780009030601,2
000008002559,1
900000751732,1
780085480801,1
780008910901,3
000000710204,1
900000855836,1
780002750102,1
900000754406,3
780008913801,1
000000250082,4
780003780101,3
780003560302,5
720000044404,1
780008160401,1
000000260701,1
000000900079,1
000000370443,1
000000490000,2
000000025091,5
000000360060,1
780081464801,1
000008004227,1
000000540105,2
000000980542,1
000000610209,1
780004600101,5
000000260161,2
780004390202,3
000000710010,2
780008700101,1
900000851211,2
000000440055,1
900000809911,1
000000640100,5
780004250401,3
780009030101,1
000000980046,1
000000538151,1
780009560401,2
000000280253,1
000000970104,1
780006350201,7
900000750611,2
780006366602,1
000000610204,1
780011011301,1
780003560201,2
000000280095,2
000000280228,5
900000751776,2
900000850536,1
780004501001,1
000000360146,1
780008420101,2
000000700094,2
090000709014,1
780004503901,1
900000753421,2
780009210102,1
000000220064,1
780005110102,3
900000752451,6
000000810153,1
000000220168,5
000000840061,1
900000801631,3
900000802611,2
000000828007,1
780008420201,2
780005007501,1
000000540045,1
780003360501,2
000000370469,1
900000851961,1
900000652131,1
000000810088,1
900000858066,2
000000840023,1
900000852196,2
000008005390,1
000000220285,2
000000977261,1
000000230961,1
900000852656,1
000000720144,2
900000901361,2
780007170301,5
000000990128,3
000000990046,6
900000650756,1
000000700226,3
000000620084,2
000000110047,2
900000850206,1
000000230123,2
780009680601,3
800000375235,1
000000260166,1
900000652656,1
000000109111,2
780004620202,4
000000000876,1
780004150701,1
000000260080,1
000000977342,2
000000260075,1
900000750441,1
000011702901,1
000000230284,2
900000808576,3
000000977302,1
900000802401,2
000000360021,3
900000851546,1
000000971892,3
780084480301,1
000000910035,4
800000375400,2
800000375242,2
900000851906,1
000000230075,1
000000830102,1
000000910030,2
090000109005,1
000000110063,2
090000839000,1
000000971481,2
780008500902,4
900000753731,1
900000751321,7
900000852511,4
000000360055,1
000000710315,1
000000310131,2
780011011701,1
000000550081,1
900000752006,1
800000375094,4
780005910201,1
900000751561,1
780002880602,3
000000830013G,2
000000360121,1
000000700092,4
780006367201,1
900000753936,1
780004030102,2
780003230401,3
000000270391,1
000000650050,3
000000000661,1
900000752606,3
720000090403,1
900000857901,1
000000340091,2
000000371912,2
000000977081,2
000000230186,2
000000610732,1
780002670101,3
900000852616,2
000000977661,1
720000004022,1
000000800252G,2
800000375435,2
900000752801,1
800000375386,3
000000360363,1
780085480402,1
780007040402,4
780006320202,3
090000119024,1
000000310052,2
000000270117,3
000000210159,4
780001570802,1
000000972221,1
000000980058,3
000000840026,1
000000510013,3
780009410101,2
000000300631,3
900000750876,3
000000250137,2
000000370406,2
780004120502,4
900000851076,2
000000977572,2
900000754771,1
000000971031,1
000000370158,2
000000710230,2
000000640049,1
780009030901,1
000000330135,1
780003560301,4
000008001360,1
780004100602,5
900000808136,1
000000390173,3
000011748801,1
780003350301,2
000000370384,1
000000210084,1
000000310147,2
900000750096,4
780003340101,5
780007970301,3
000000830105,1
000000720048,3
780025003301,2
000000400047,2
000000370011,1
900000753781,2
000000620026,1
900000858021,2
000000538132,1
900000800556,3
000000820106,2
900000753496,4
780007220202,2
780003503901,2
000000430083,1
000000240162,3
900000855306,1
900000850616,2
000000350111,1
000000800014,1
000000520011,2
000000800044G,3
900000855946,2
780051958901,1
900000802701,1
000000540002,3
000000820056,1
000000900037,1
780007540202,2
000000370520,1
780008080102,5
000000350231,5
000000220184,4
000000310011,2
780015009201,1
000000610040,1
000000970150,3
000000290131,2
780004340601,1
000000971562,3
780009420301,1
900000801456,1
000000510001,1
900000753696,1
780006350302,1
000000620017,3
000000360034,2
000000360314,2
000000540119,2
780049953001,1
900000806261,1
780005080301,1
000000640004,1
780002840102,1
000000410013,1
900000757671,4
900000802706,1
000000000932,2
000000420013,3
780003060102,3
780003890102,2
780002880501,2
780003210101,1
780004130201,3
780004590602,4
000000990088,2
780009150302,1
780003030202,3
000000610136G,4
780004380202,3
000008001136,1
000000110021G,6
000000610139G,5
000000630122,2
900000858046,2
000000000958,1
000000370085,2
900000757656,1
780009680302,6
000000630033,2
900000751671,2
000000340022,2
780082510102,1
090000639006,2
000000220287,2
780042001502,2
000000830011,1
090000119005,1
000000350027,6
800000375203,1
900000802406,1
900000656771,1
900000754151,1
000000719102,2
780006360902,1
000000900069G,1
000000300741,1
780025002901,1
900000754886,1
000000800234,1
780005890102,1
000000977881,3
900000853696,3
800000310074,1
900000857701,1
000000250108,8
000000710187,1
780008912501,4
000000440018,3
000000900119,1
000000240060,3
780003470602,1
780004050502,2
000000610016,1
780055055701,1
900000851866,1
000000210022,1
000000830131,1
000011548202,1
000000920160,4
780051956502,8
780050048302,2
000000820134,3
780008070101,3
900000802036,2
000000400018,5
800000999992,1
900000805081,3
000347530801,2
000000810160,1
000000430062,1
000000320016,1
000000910025,2
780003751401,1
900000757491,2
780003270402,1
900000751916,5
000000610024,1
000000610103,1
720000043104,1
780003507401,2
720000075568,1
800000375267,2
780004400301,2
000000800074,1
000000810130,3
000000230004,6
090000909016,1
780003430402,1
000000640008,2
000000720051,3
780041001602,1
000000610059,1
000000800060,1
780005600602,1
000000540098,3
780004120302,3
000000810148,1
900000756807,1
780003502801,1
720000050102,1
900000650511,1
000000971672,1
900000653041,1
000000980116,1
900000805356,1
780009060301,1
000011666402,1
780050046602,4
000000800188G,3
000000710081,1
000000350042,3
900000651726,2
780003341001,7
000000830110,2
000000820125G,1
900000752406,1
780025009001,4
780007600201,1
000000840048G,3
900000085355,1
900000754071,1
900000700132,1
900000752136,1
780051955602,5
780081410303,1
000000370471,1
000000000879,1
900000857491,4
800000009981,1
000000430124,2
900000858226,1
780007060102,6
720000045007,1
900000753876,3
000000370489,1
900000750666,2
780004790102,2
000000110028,2
900000852621,2
780003480202,2
000000971832,2
000000200036,1
000000360381,1
000000420038,3
000000700256,1
900000752016,1
780055057102,1
780004290401,1
780005760202,1
900000350076,1
780003460202,2
000000280060,2
000000100193,1
000000600124,14
780041959502,2
900000600106,2
000000240131,3
000000977682,1
780015490302,2
000008013186,1
900000857186,1
000000800291,5
780006110101,2
000000810751,1
000000350034,3
900000855316,1
900000752441,3
000000800090G,1
000000210114,1
900000803046,2
780003680101,2
000000297008,1
900000858341,2
000000970662,1
780002780102,1
800000375423,1
000000977053,1
000000440049,1
800000375436,2
780008110101,2
000000350260,1
780004504702,1
780004050802,6
000000640021,1
780005440102,1
000000250238,8
000000360150,6
780005460502,2
780005030501,2
900000850801,2
900000800566,2
780005960501,3
780007120602,2
000000371962,2
900000600016,3
000000990131,1
780005930302,1
000000230170,3
780015170601,1
000000820175,2
900000853371,2
900000808126,3
000000610005,3
780008020501,3
000000800171,2
780005003801,1
000000110046,2
900000750561,1
000000630176,4
780025001101,1
000000800356,1
000000490025,5
000000100038G,2
000000300091,1
900000805271,2
000000977382,2
000000200057,1
000000970015,4
780008930201,1
900000851151,2
780005440502,1
780001590201,1
000000350522,1
800000375103,2
090000619005,2
900000805816,3
900000809506,2
000000410134,1
780043952302,5
780005740102,5
000000830065G,2
000000370149,1
000000800323G,3
900000806606,1
000000970992,1
000000100045G,2
000008005080,1
780015003901,6
780008110202,2
000000910154,1
000000240002,2
000000990052,4
000000710132,1
000000280239,3
900000752106,3
000000850060,4
000000700143,6
000000990064,1
780007530502,5
000000230183,1
000000340014,3
780003470702,1
720000050109,1
900000800531,2
780004690101,2
900000650931,1
000000971561,3
000000110125,1
000000499514,1
900000853136,2
000000990027,1
000000110030,1
900000900381,2
900000805351,1
780007080402,4
900000756401,1
000000370503,1
000000370113,1
000000200005,2
000000510039,1
780003410702,1
000000430105,1
000000300223,4
900000600166,1
900000756596,2
900000557981,1
800000375169,2
000000977702,1
000000820142,2
780007531901,2
780008340202,1
000000610010,5
000000370553,1
000000970491,1
900000600126,1
000000250117,4
900000857526,4
780002800302,4
000000620139,2
900000900091,1
000000810161,1
800000375173,1
000000219107,2
780003000101,3
000000240258,3
900000801331,2
000000998281,1
000000800068,1
780004790103,2
900000850841,2
780006320201,3
000000990110,1
800000375202,1
900000806601,1
780003070601,2
780007200402,1
000000100076G,1
000000830034,1
780002780101,1
000000240091,2
